repo_url,dep_url,user_weight,
https://github.com/swiss-knife-xyz/swiss-knife,https://github.com/barvian/number-flow,0.0021,
https://github.com/swiss-knife-xyz/swiss-knife,https://github.com/react-icons/react-icons,0.002,
https://github.com/swiss-knife-xyz/swiss-knife,https://github.com/fortawesome/react-fontawesome,0.0019,
https://github.com/swiss-knife-xyz/swiss-knife,https://github.com/fortawesome/font-awesome,0.0018,
https://github.com/swiss-knife-xyz/swiss-knife,https://github.com/zxing-js/browser,0.0017,
https://github.com/swiss-knife-xyz/swiss-knife,https://github.com/bpierre/blo,0.0016,
https://github.com/swiss-knife-xyz/swiss-knife,https://github.com/csandman/chakra-react-select,0.0015,
https://github.com/swiss-knife-xyz/swiss-knife,https://github.com/upstash/ratelimit,0.0014,
https://github.com/swiss-knife-xyz/swiss-knife,https://github.com/upstash/upstash-redis,0.0013,
https://github.com/swiss-knife-xyz/swiss-knife,https://github.com/eslint/eslint,0.0012,
https://github.com/swiss-knife-xyz/swiss-knife,https://github.com/eslint/js,0.0011,
https://github.com/swiss-knife-xyz/swiss-knife,https://github.com/privatenumber/tsx,0.001,
https://github.com/swiss-knife-xyz/swiss-knife,https://github.com/prettier/prettier,0.00095,
https://github.com/swiss-knife-xyz/swiss-knife,https://github.com/motdotla/dotenv,0.0009,
https://github.com/swiss-knife-xyz/swiss-knife,https://github.com/pinojs/pino-pretty,0.00085,
https://github.com/swiss-knife-xyz/swiss-knife,https://github.com/definitelytyped/definitelytyped,0.0008,
https://github.com/swiss-knife-xyz/swiss-knife,https://github.com/cryptocoinjs/bs58,0.00075,
https://github.com/swiss-knife-xyz/swiss-knife,https://github.com/ensdomains/ensjs,0.0007,
https://github.com/swiss-knife-xyz/swiss-knife,https://github.com/soldair/node-qrcode,0.00065,
https://github.com/swiss-knife-xyz/swiss-knife,https://github.com/chainsafe/web3.js,0.0006,
https://github.com/swiss-knife-xyz/swiss-knife,https://github.com/es-shims/string.prototype.trim,0.00055,
https://github.com/swiss-knife-xyz/swiss-knife,https://github.com/crypto-browserify/createhash,0.0005,
https://github.com/swiss-knife-xyz/swiss-knife,https://github.com/pvorb/node-md5,0.00048,
https://github.com/swiss-knife-xyz/swiss-knife,https://github.com/anza-xyz/kit,0.00046,
https://github.com/swiss-knife-xyz/swiss-knife,https://github.com/npm/node-which,0.00044,
https://github.com/swiss-knife-xyz/swiss-knife,https://github.com/kaelzhang/node-ignore,0.00042,
https://github.com/swiss-knife-xyz/swiss-knife,https://github.com/graffle-js/graffle,0.0004,
https://github.com/swiss-knife-xyz/swiss-knife,https://github.com/mikeal/request,0.00038,
https://github.com/swiss-knife-xyz/swiss-knife,https://github.com/shtylman/node-process,0.00036,
https://github.com/swiss-knife-xyz/swiss-knife,https://github.com/dmnd/dedent,0.00034,
https://github.com/swiss-knife-xyz/swiss-knife,https://github.com/websockets/ws,0.00032,
https://github.com/swiss-knife-xyz/swiss-knife,https://github.com/tritondatacenter/node-http-signature,0.0003,
https://github.com/swiss-knife-xyz/swiss-knife,https://github.com/jshttp/etag,0.00028,
https://github.com/swiss-knife-xyz/swiss-knife,https://github.com/jshttp/methods,0.00026,
https://github.com/lambdaclass/ethrex,https://github.com/gakonst/ethers-rs,0,
https://github.com/lambdaclass/ethrex,https://github.com/rustcrypto/crypto-bigint,0,
https://github.com/lambdaclass/ethrex,https://github.com/zkcrypto/bls12_381,0.0451,
https://github.com/lambdaclass/ethrex,https://github.com/paritytech/bn,0,
https://github.com/lambdaclass/ethrex,https://github.com/alloy-rs/rlp,0.003,
https://github.com/lambdaclass/ethrex,https://github.com/rust-rocksdb/rust-rocksdb,0.1504,
https://github.com/lambdaclass/ethrex,https://github.com/entropyxyz/configfs-tsm,0,
https://github.com/lambdaclass/ethrex,https://github.com/rayon-rs/rayon,0.0226,
https://github.com/lambdaclass/ethrex,https://github.com/succinctlabs/sp1,0,
https://github.com/lambdaclass/ethrex,https://github.com/tursodatabase/libsql,0,
https://github.com/lambdaclass/ethrex,https://github.com/serde-rs/serde,0.0752,
https://github.com/lambdaclass/ethrex,https://github.com/rust-bitcoin/rust-secp256k1,0.1203,
https://github.com/lambdaclass/ethrex,https://github.com/risc0/risc0,0,
https://github.com/lambdaclass/ethrex,https://github.com/rustcrypto/elliptic-curves,0.0451,
https://github.com/lambdaclass/ethrex,https://github.com/rust-lang/cargo,0,
https://github.com/lambdaclass/ethrex,https://github.com/rust-num/num-derive,0,
https://github.com/lambdaclass/ethrex,https://github.com/tspiteri/rug,0,
https://github.com/lambdaclass/ethrex,https://github.com/dtolnay/async-trait,0.0075,
https://github.com/lambdaclass/ethrex,https://github.com/mhogrefe/malachite,0.0226,
https://github.com/lambdaclass/ethrex,https://github.com/eyre-rs/eyre,0.0015,
https://github.com/lambdaclass/ethrex,https://github.com/simd-lite/simd-json,0,
https://github.com/lambdaclass/ethrex,https://github.com/seanmonstar/reqwest,0.0075,
https://github.com/lambdaclass/ethrex,https://github.com/gin66/tui-logger,0,
https://github.com/lambdaclass/ethrex,https://github.com/rust-lang/libc,0.0015,
https://github.com/lambdaclass/ethrex,https://github.com/tokio-rs/tokio,0.1805,
https://github.com/lambdaclass/ethrex,https://github.com/rust-num/num-integer,0.003,
https://github.com/lambdaclass/ethrex,https://github.com/srijs/rust-crc32fast,0.0045,
https://github.com/lambdaclass/ethrex,https://github.com/bincode-org/bincode,0.0075,
https://github.com/lambdaclass/ethrex,https://github.com/zkcrypto/pairing,0,
https://github.com/lambdaclass/ethrex,https://github.com/ethiraric/yaml-rust2,0,
https://github.com/lambdaclass/ethrex,https://github.com/nix-rust/nix,0,
https://github.com/lambdaclass/ethrex,https://github.com/rust-lang/futures-rs,0.0301,
https://github.com/lambdaclass/ethrex,https://github.com/lokathor/tinyvec,0.0075,
https://github.com/lambdaclass/ethrex,https://github.com/rust-num/num-bigint,0.003,
https://github.com/lambdaclass/ethrex,https://github.com/ratatui/ratatui,0,
https://github.com/lambdaclass/ethrex,https://github.com/clap-rs/clap,0.0045,
https://github.com/lambdaclass/ethrex,https://github.com/rust-lang-nursery/lazy-static.rs,0.0045,
https://github.com/lambdaclass/ethrex,https://github.com/tokio-rs/axum,0.0226,
https://github.com/lambdaclass/ethrex,https://github.com/succinctlabs/kzg-rs,0.0075,
https://github.com/lambdaclass/ethrex,https://github.com/0xpolygonzero/plonky3,0,
https://github.com/lambdaclass/ethrex,https://github.com/cryptape/cita-trie,0,
https://github.com/lambdaclass/ethrex,https://github.com/bitvecto-rs/bitvec,0.0105,
https://github.com/lambdaclass/ethrex,https://github.com/eliben/pycparser,0,
https://github.com/lambdaclass/ethrex,https://github.com/soc/directories-rs,0.0015,
https://github.com/lambdaclass/ethrex,https://github.com/tokio-rs/tracing,0.0105,
https://github.com/lambdaclass/ethrex,https://github.com/rust-random/rand,0.0045,
https://github.com/lambdaclass/ethrex,https://github.com/tikv/jemallocator,0.0301,
https://github.com/lambdaclass/ethrex,https://github.com/dtolnay/anyhow,0.003,
https://github.com/lambdaclass/ethrex,https://github.com/arthurprs/qfilter,0,
https://github.com/lambdaclass/ethrex,https://github.com/nhairs/python-json-logger,0,
https://github.com/lambdaclass/ethrex,https://github.com/bluealloy/revm,0,
https://github.com/lambdaclass/ethrex,https://github.com/jonasbb/serde_with,0,
https://github.com/lambdaclass/ethrex,https://github.com/rust-lang/log,0.003,
https://github.com/lambdaclass/ethrex,https://github.com/encode/httpcore,0,
https://github.com/lambdaclass/ethrex,https://github.com/keats/jsonwebtoken,0.0045,
https://github.com/lambdaclass/ethrex,https://github.com/rust-lang/rustc-hash,0.0301,
https://github.com/lambdaclass/ethrex,https://github.com/rkyv/rkyv,0.0902,
https://github.com/lambdaclass/ethrex,https://github.com/magiclen/enum-ordinalize,0.003,
https://github.com/lambdaclass/ethrex,https://github.com/burntsushi/walkdir,0,
https://github.com/lambdaclass/ethrex,https://github.com/jeltef/derive_more,0.0045,
https://github.com/lambdaclass/ethrex,https://github.com/python/tzdata,0,
https://github.com/lambdaclass/ethrex,https://github.com/hyperium/headers,0.003,
https://github.com/lambdaclass/ethrex,https://github.com/xampprocky/tokei,0,
https://github.com/lambdaclass/ethrex,https://github.com/bheisler/criterion.rs,0,
https://github.com/lambdaclass/ethrex,https://github.com/peternator7/strum,0.0015,
https://github.com/lambdaclass/ethrex,https://github.com/stub42/pytz,0,
https://github.com/lambdaclass/ethrex,https://github.com/jeromefroe/lru-rs,0.015,
https://github.com/lambdaclass/ethrex,https://github.com/sp1-patches/bls12_381,0,
https://github.com/lambdaclass/ethrex,https://github.com/rustcrypto/sponges,0,
https://github.com/lambdaclass/ethrex,https://github.com/dtolnay/thiserror,0.0076,
https://github.com/l2beat/l2beat,https://github.com/panva/jose,0,
https://github.com/l2beat/l2beat,https://github.com/mateuszradomski/fast-solidity-parser,0.1,
https://github.com/l2beat/l2beat,https://github.com/facebook/react,0.025,
https://github.com/l2beat/l2beat,https://github.com/googleapis/nodejs-bigquery,0,
https://github.com/l2beat/l2beat,https://github.com/remix-run/react-router,0,
https://github.com/l2beat/l2beat,https://github.com/brianc/node-postgres,0.025,
https://github.com/l2beat/l2beat,https://github.com/koskimas/kysely,0.025,
https://github.com/l2beat/l2beat,https://github.com/mikemcl/bignumber.js,0,
https://github.com/l2beat/l2beat,https://github.com/vitejs/vite,0.0375,
https://github.com/l2beat/l2beat,https://github.com/expressjs/express,0.0375,
https://github.com/l2beat/l2beat,https://github.com/farzher/fuzzysort,0,
https://github.com/l2beat/l2beat,https://github.com/wevm/viem,0.0625,
https://github.com/l2beat/l2beat,https://github.com/radix-ui/primitives,0.025,
https://github.com/l2beat/l2beat,https://github.com/react-hook-form/react-hook-form,0,
https://github.com/l2beat/l2beat,https://github.com/polkadot-js/api,0,
https://github.com/l2beat/l2beat,https://github.com/postcss/autoprefixer,0,
https://github.com/l2beat/l2beat,https://github.com/cheeriojs/cheerio,0.025,
https://github.com/l2beat/l2beat,https://github.com/vitejs/vite-plugin-react,0.0125,
https://github.com/l2beat/l2beat,https://github.com/evanw/esbuild,0.0375,
https://github.com/l2beat/l2beat,https://github.com/koajs/koa,0,
https://github.com/l2beat/l2beat,https://github.com/domoritz/clingo-wasm,0.1,
https://github.com/l2beat/l2beat,https://github.com/microsoft/node-jsonc-parser,0.0125,
https://github.com/l2beat/l2beat,https://github.com/tailwindlabs/tailwindcss,0.0125,
https://github.com/l2beat/l2beat,https://github.com/paritytech/polkadot-api,0,
https://github.com/l2beat/l2beat,https://github.com/postcss/postcss,0.0125,
https://github.com/l2beat/l2beat,https://github.com/pmndrs/zustand,0.025,
https://github.com/l2beat/l2beat,https://github.com/recharts/recharts,0.0625,
https://github.com/l2beat/l2beat,https://github.com/prisma/prisma,0,
https://github.com/l2beat/l2beat,https://github.com/pacocoursey/cmdk,0,
https://github.com/l2beat/l2beat,https://github.com/vercel/turborepo,0.025,
https://github.com/l2beat/l2beat,https://github.com/fabiospampinato/graphviz-wasm,0,
https://github.com/l2beat/l2beat,https://github.com/elastic/apm-agent-nodejs,0.0375,
https://github.com/l2beat/l2beat,https://github.com/node-fetch/node-fetch,0,
https://github.com/l2beat/l2beat,https://github.com/uhop/stream-json,0,
https://github.com/l2beat/l2beat,https://github.com/motdotla/dotenv,0.0125,
https://github.com/l2beat/l2beat,https://github.com/lodash/lodash,0,
https://github.com/l2beat/l2beat,https://github.com/microsoft/monaco-editor,0.0375,
https://github.com/l2beat/l2beat,https://github.com/uhop/stream-chain,0,
https://github.com/l2beat/l2beat,https://github.com/mochajs/mocha,0.0625,
https://github.com/l2beat/l2beat,https://github.com/lukeed/sirv,0,
https://github.com/l2beat/l2beat,https://github.com/expressjs/compression,0,
https://github.com/l2beat/l2beat,https://github.com/changesets/changesets,0,
https://github.com/l2beat/l2beat,https://github.com/jonschlinkert/gray-matter,0,
https://github.com/l2beat/l2beat,https://github.com/d3/d3-force,0.0125,
https://github.com/l2beat/l2beat,https://github.com/markdown-it/markdown-it,0.025,
https://github.com/l2beat/l2beat,https://github.com/biomejs/biome,0.0375,
https://github.com/l2beat/l2beat,https://github.com/valtyr/prisma-kysely,0.0125,
https://github.com/l2beat/l2beat,https://github.com/mateuszradomski/tinyerc55,0.025,
https://github.com/l2beat/l2beat,https://github.com/joe-bell/cva,0,
https://github.com/l2beat/l2beat,https://github.com/TypeStrong/ts-node,0.0125,
https://github.com/l2beat/l2beat,https://github.com/image-size/image-size,0,
https://github.com/l2beat/l2beat,https://github.com/alpinejs/alpine,0,
https://github.com/l2beat/l2beat,https://github.com/isaacs/rimraf,0,
https://github.com/l2beat/l2beat,https://github.com/expressjs/cors,0,
https://github.com/l2beat/l2beat,https://github.com/themesberg/flowbite-react,0,
https://github.com/l2beat/l2beat,https://github.com/lukeed/clsx,0.025,
https://github.com/l2beat/l2beat,https://github.com/discordjs/discord.js,0,
https://github.com/l2beat/l2beat,https://github.com/evanw/node-source-map-support,0.0375,
https://github.com/l2beat/l2beat,https://github.com/sindresorhus/strip-json-comments,0,
https://github.com/l2beat/l2beat,https://github.com/koajs/etag,0,
https://github.com/l2beat/l2beat,https://github.com/yisibl/resvg-js,0,
https://github.com/l2beat/l2beat,https://github.com/chalk/chalk,0,
https://github.com/l2beat/l2beat,https://github.com/pacocoursey/next-themes,0,
https://github.com/l2beat/l2beat,https://github.com/gpbl/react-day-picker,0,
https://github.com/l2beat/l2beat,https://github.com/sinonjs/fake-timers,0,
https://github.com/l2beat/l2beat,https://github.com/react-syntax-highlighter/react-syntax-highlighter,0,
https://github.com/l2beat/l2beat,https://github.com/koajs/compress,0,
https://github.com/l2beat/l2beat,https://github.com/merencia/node-cron,0,
https://github.com/l2beat/l2beat,https://github.com/vercel/satori,0,
https://github.com/l2beat/l2beat,https://github.com/swagger-api/swagger-ui,0,
https://github.com/holiman/goevmlab,https://github.com/cespare/xxhash: ,0,
https://github.com/holiman/goevmlab,https://github.com/consensys/gnark-crypto,0.2,
https://github.com/holiman/goevmlab,https://github.com/cpuguy83/go-md2man,0,
https://github.com/holiman/goevmlab,https://github.com/crate-crypto/go-kzg-4844: ,0.1,
https://github.com/holiman/goevmlab,https://github.com/datadog/zstd,0,
https://github.com/holiman/goevmlab,https://github.com/deckarep/golang-set,0,
https://github.com/holiman/goevmlab,https://github.com/decred/dcrd,0,
https://github.com/holiman/goevmlab,https://github.com/ethereum/c-kzg-4844,0.1,
https://github.com/holiman/goevmlab,https://github.com/ethereum/go-ethereum,0.5,
https://github.com/holiman/goevmlab,https://github.com/gdamore/tcell,0.1,
https://github.com/holiman/goevmlab,https://github.com/golang/snappy,0,
https://github.com/holiman/goevmlab,https://github.com/klauspost/cpuid ,0,
https://github.com/holiman/goevmlab,https://github.com/rivo/tview,0,
https://github.com/holiman/goevmlab,https://github.com/russross/blackfriday,0,
https://github.com/holiman/goevmlab,https://github.com/stackexchange/wmi,0,
https://github.com/holiman/goevmlab,https://github.com/urfave/cli ,0,
https://github.com/holiman/goevmlab,https://github.com/victoriametrics/fastcache,0,
https://github.com/vyperlang/titanoboa,https://github.com/vyperlang/vyper,0.5,
https://github.com/vyperlang/titanoboa,https://github.com/vyperlang/vvm,0.1,
https://github.com/vyperlang/titanoboa,https://github.com/ethereum/eth-account,0.05,
https://github.com/vyperlang/titanoboa,https://github.com/psf/requests,0.05,
https://github.com/vyperlang/titanoboa,https://github.com/skellet0r/eth-stdlib,0.05,
https://github.com/vyperlang/titanoboa,https://github.com/pytest-dev/pytest,0.05,
https://github.com/vyperlang/titanoboa,https://github.com/hypothesisworks/hypothesis,0.05,
https://github.com/vyperlang/titanoboa,https://github.com/ipython/ipython,0.05,
https://github.com/vyperlang/titanoboa,https://github.com/ethereum/eth-abi,0.05,
https://github.com/vyperlang/titanoboa,https://github.com/python/mypy,0.0158,
https://github.com/vyperlang/titanoboa,https://github.com/jupyter-server/jupyter_server,0.0001,
https://github.com/vyperlang/titanoboa,https://github.com/pytest-dev/pytest-xdist,0.0029,
https://github.com/vyperlang/titanoboa,https://github.com/pre-commit/pre-commit,0.0111,
https://github.com/vyperlang/titanoboa,https://github.com/pycqa/flake8-bugbear,0.0009,
https://github.com/vyperlang/titanoboa,https://github.com/pytest-dev/pytest-cov,0.0165,
https://github.com/vyperlang/titanoboa,https://github.com/erdewit/nest_asyncio,0.0005,
https://github.com/vyperlang/titanoboa,https://github.com/pycqa/flake8,0.0004,
https://github.com/vyperlang/titanoboa,https://github.com/requests-cache/requests-cache,0.0002,
https://github.com/vyperlang/titanoboa,https://github.com/psf/black,0.0001,
https://github.com/vyperlang/titanoboa,https://github.com/pycqa/isort,0.0001,
https://github.com/vyperlang/titanoboa,https://github.com/ethereum/eth-typing,0.0001,
https://github.com/vyperlang/titanoboa,https://github.com/sphinx-doc/sphinx,0.0003,
https://github.com/vyperlang/titanoboa,https://github.com/squidfunk/mkdocs-material,0.0001,
https://github.com/vyperlang/titanoboa,https://github.com/willmcgugan/rich,0.0009,
https://github.com/vyperlang/titanoboa,https://github.com/python/typing_extensions,0,
https://github.com/vyperlang/titanoboa,https://github.com/readthedocs/sphinx_rtd_theme,0,
https://github.com/argotorg/sourcify,https://github.com/ethereum/solc-js,0.27100271,
https://github.com/argotorg/sourcify,https://github.com/microsoft/typescript,0.13550136,
https://github.com/argotorg/sourcify,https://github.com/solidity-parser/parser,0.02710027,
https://github.com/argotorg/sourcify,https://github.com/brianc/node-postgres,0.03387534,
https://github.com/argotorg/sourcify,https://github.com/ethers-io/ethers.js,0.06775068,
https://github.com/argotorg/sourcify,https://github.com/lerna/lerna,0.05420054,
https://github.com/argotorg/sourcify,https://github.com/expressjs/session,0,
https://github.com/argotorg/sourcify,https://github.com/expressjs/express,0.06775068,
https://github.com/argotorg/sourcify,https://github.com/aws/aws-sdk-js-v3,0.00677507,
https://github.com/argotorg/sourcify,https://github.com/cdimascio/express-openapi-validator,0.01355014,
https://github.com/argotorg/sourcify,https://github.com/typescript-eslint/typescript-eslint,0,
https://github.com/argotorg/sourcify,https://github.com/nomicfoundation/hardhat,0.05420054,
https://github.com/argotorg/sourcify,https://github.com/node-config/node-config,0.0203252,
https://github.com/argotorg/sourcify,https://github.com/shazow/whatsabi,0.02710027,
https://github.com/argotorg/sourcify,https://github.com/piscinajs/piscina,0.03387534,
https://github.com/argotorg/sourcify,https://github.com/mochajs/mocha,0.03387534,
https://github.com/argotorg/sourcify,https://github.com/eslint/eslint,0.00677507,
https://github.com/argotorg/sourcify,https://github.com/expressjs/cors,0,
https://github.com/argotorg/sourcify,https://github.com/prettier/prettier,0.00677507,
https://github.com/argotorg/sourcify,https://github.com/jeremyfa/yaml.js,0,
https://github.com/argotorg/sourcify,https://github.com/typestrong/ts-node,0.0203252,
https://github.com/argotorg/sourcify,https://github.com/npm/node-semver,0.00677507,
https://github.com/argotorg/sourcify,https://github.com/motdotla/dotenv,0,
https://github.com/argotorg/sourcify,https://github.com/fairdatasociety/bmt-js,0,
https://github.com/argotorg/sourcify,https://github.com/kriszyp/cbor-x,0.00677507,
https://github.com/argotorg/sourcify,https://github.com/chaijs/chai,0.01355014,
https://github.com/argotorg/sourcify,https://github.com/krzkaczor/typestrict,0,
https://github.com/argotorg/sourcify,https://github.com/paulmillr/readdirp,0,
https://github.com/argotorg/sourcify,https://github.com/nock/nock,0.00677507,
https://github.com/argotorg/sourcify,https://github.com/whitlockjc/json-refs,0,
https://github.com/argotorg/sourcify,https://github.com/bcoe/c8,0,
https://github.com/argotorg/sourcify,https://github.com/uuidjs/uuid,0,
https://github.com/argotorg/sourcify,https://github.com/winstonjs/winston,0.00677507,
https://github.com/argotorg/sourcify,https://github.com/stuk/jszip,0,
https://github.com/argotorg/sourcify,https://github.com/chalk/chalk,0,
https://github.com/argotorg/sourcify,https://github.com/bcomnes/npm-run-all2,0,
https://github.com/argotorg/sourcify,https://github.com/richardgirges/express-fileupload,0,
https://github.com/argotorg/sourcify,https://github.com/cryptocoinjs/bs58,0,
https://github.com/argotorg/sourcify,https://github.com/tj/commander.js,0,
https://github.com/argotorg/sourcify,https://github.com/voxpelli/node-connect-pg-simple,0,
https://github.com/argotorg/sourcify,https://github.com/streetsidesoftware/cspell,0,
https://github.com/argotorg/sourcify,https://github.com/sinonjs/sinon,0.00677507,
https://github.com/argotorg/sourcify,https://github.com/prettymuchbryce/http-status-codes,0.00338753,
https://github.com/argotorg/sourcify,https://github.com/roccomuso/memorystore,0,
https://github.com/argotorg/sourcify,https://github.com/chaijs/chai-http,0.00677507,
https://github.com/argotorg/sourcify,https://github.com/db-migrate/pg,0.0203252,
https://github.com/argotorg/sourcify,https://github.com/scottie1984/swagger-ui-express,0.00677507,
https://github.com/argotorg/sourcify,https://github.com/calvinmetcalf/copyfiles,0,
https://github.com/argotorg/sourcify,https://github.com/chaijs/chai-as-promised,0.0135501,
https://github.com/argotorg/sourcify,https://github.com/pkrumins/node-tree-kill,0,
https://github.com/argotorg/sourcify,https://github.com/expressjs/serve-index,0,
https://github.com/argotorg/sourcify,https://github.com/adamgruber/mochawesome,0.00677507,
https://github.com/argotorg/sourcify,https://github.com/prettier/eslint-config-prettier,0.00677507,
https://github.com/argotorg/sourcify,https://github.com/domenic/sinon-chai,0.00677507,
https://github.com/argotorg/sourcify,https://github.com/sindresorhus/open-cli,0,
https://github.com/argotorg/sourcify,https://github.com/db-migrate/node-db-migrate,0,
https://github.com/argotorg/sourcify,https://github.com/trentm/node-bunyan,0,
https://github.com/argotorg/sourcify,https://github.com/isaacs/rimraf,0,
https://github.com/argotorg/sourcify,https://github.com/definitelytyped/definitelytyped,0,
https://github.com/argotorg/sourcify,https://github.com/tschaub/gh-pages,0,
https://github.com/argotorg/sourcify,https://github.com/commitizen/cz-conventional-changelog,0,
https://github.com/argotorg/sourcify,https://github.com/mihneadb/node-directory-tree,0,
https://github.com/argotorg/sourcify,https://github.com/googlecloudplatform/cloud-sql-nodejs-connector,0.00067751,
https://github.com/argotorg/solidity,https://github.com/ethereum/evmone,0.38461538,
https://github.com/argotorg/solidity,https://github.com/boostorg/boost,0.15384615,
https://github.com/argotorg/solidity,https://github.com/z3prover/z3,0,"We only link Z3 statically into the binary for emscripten / JS build. Otherwise, it is a runtime dependency and can be exchanged with cvc5 or eid."
https://github.com/argotorg/solidity,https://github.com/ethereum/evmc,0.01923077,
https://github.com/argotorg/solidity,https://github.com/nlohmann/json,0.09615385,
https://github.com/argotorg/solidity,https://github.com/ericniebler/range-v3,0.09615385,
https://github.com/argotorg/solidity,https://github.com/fmtlib/fmt,0.05769231,
https://github.com/argotorg/solidity,https://github.com/ethereum/hevm,0,
https://github.com/argotorg/solidity,https://github.com/ethdebug/format,0.19230769,
https://github.com/argotorg/solidity,https://github.com/sphinx-doc/sphinx,0,
https://github.com/argotorg/solidity,https://github.com/readthedocs/sphinx_rtd_theme,0,
https://github.com/argotorg/solidity,https://github.com/taminomara/sphinx-a4doc,0,
https://github.com/argotorg/solidity,https://github.com/protocolbuffers/protobuf,0,
https://github.com/status-im/nimbus-eth2,https://github.com/status-im/nim-ssz-serialization,0.35500333,
https://github.com/status-im/nimbus-eth2,https://github.com/status-im/nim-chronos,0.17506102,
https://github.com/status-im/nimbus-eth2,https://github.com/status-im/nim-blscurve,0.06811626,
https://github.com/status-im/nimbus-eth2,https://github.com/status-im/nim-stew,0.00665631,
https://github.com/status-im/nimbus-eth2,https://github.com/status-im/nim-bearssl,0.04370978,
https://github.com/status-im/nimbus-eth2,https://github.com/cheatfate/nimcrypto,0.03416907,
https://github.com/status-im/nimbus-eth2,https://github.com/arnetheduck/nim-sqlite3-abi,0.02507211,
https://github.com/status-im/nimbus-eth2,https://github.com/status-im/nim-secp256k1,0.01908143,
https://github.com/status-im/nimbus-eth2,https://github.com/status-im/nim-kzg4844,0.01708454,
https://github.com/status-im/nimbus-eth2,https://github.com/vacp2p/nim-libp2p,0.04215665,
https://github.com/status-im/nimbus-eth2,https://github.com/status-im/nim-serialization,0.0135345,
https://github.com/status-im/nimbus-eth2,https://github.com/status-im/nim-web3,0.0077657,
https://github.com/status-im/nimbus-eth2,https://github.com/status-im/nim-nat-traversal,0.04104726,
https://github.com/status-im/nimbus-eth2,https://github.com/status-im/nim-snappy,0.04104726,
https://github.com/status-im/nimbus-eth2,https://github.com/status-im/nim-json-serialization,0.0135345,
https://github.com/status-im/nimbus-eth2,https://github.com/nitely/nim-unicodedb,0.00199689,
